"SessionID","StudentLevel","Discipline","SessionDate","SessionLengthMin","TotalPrompts","TaskType","AI_AssistanceLevel","FinalOutcome","UsedAgain","SatisfactionRating","Month","Year","DayOfWeek","SessionEfficiency","Cluster"
"SESSION07091","Graduate","History",2024-08-24,7.94,2,"Coding",4,"Assignment Completed","True",4.8,"08","2024","Saturday",0.251889168765743,1
"SESSION07092","Undergraduate","Math",2024-08-03,5.95,1,"Coding",3,"Assignment Completed","True",2.9,"08","2024","Saturday",0.168067226890756,2
"SESSION07093","Graduate","Biology",2024-06-27,16.42,4,"Writing",5,"Assignment Completed","False",5,"06","2024","Thursday",0.243605359317905,1
"SESSION07094","Undergraduate","Engineering",2025-06-06,29.78,6,"Writing",3,"Idea Drafted","False",3.1,"06","2025","Friday",0.201477501678979,2
"SESSION07095","Undergraduate","Biology",2025-04-15,38.43,10,"Homework Help",5,"Confused","False",3.9,"04","2025","Tuesday",0.260213374967473,3
"SESSION07096","Undergraduate","History",2025-01-31,17.16,3,"Coding",5,"Assignment Completed","True",4.2,"01","2025","Friday",0.174825174825175,1
"SESSION07097","Undergraduate","Psychology",2024-12-14,11.78,5,"Coding",3,"Assignment Completed","True",3,"12","2024","Saturday",0.424448217317487,2
"SESSION07098","Undergraduate","Math",2024-08-13,36.77,10,"Writing",5,"Idea Drafted","True",5,"08","2024","Tuesday",0.27196083763938,3
"SESSION07099","High School","Math",2024-07-17,9.53,2,"Coding",5,"Assignment Completed","True",4.4,"07","2024","Wednesday",0.209863588667366,1
"SESSION07100","High School","Math",2025-03-19,6.9,1,"Homework Help",4,"Assignment Completed","False",2.5,"03","2025","Wednesday",0.144927536231884,2
"SESSION07101","Undergraduate","History",2024-08-30,19.39,7,"Writing",4,"Assignment Completed","True",3.5,"08","2024","Friday",0.36101083032491,1
"SESSION07102","Undergraduate","Biology",2024-08-07,4.65,1,"Coding",5,"Assignment Completed","True",5,"08","2024","Wednesday",0.21505376344086,1
"SESSION07103","Undergraduate","Biology",2025-05-24,6.09,2,"Studying",3,"Idea Drafted","True",2.4,"05","2025","Saturday",0.328407224958949,2
"SESSION07104","High School","Psychology",2024-12-26,12.94,4,"Writing",3,"Assignment Completed","True",3.9,"12","2024","Thursday",0.309119010819165,1
"SESSION07105","Undergraduate","Psychology",2025-04-15,54.06,15,"Research",3,"Assignment Completed","True",3.4,"04","2025","Tuesday",0.277469478357381,3
"SESSION07106","Undergraduate","Engineering",2024-07-10,28.3,5,"Coding",4,"Assignment Completed","False",3.3,"07","2024","Wednesday",0.176678445229682,1
"SESSION07107","High School","Engineering",2024-12-26,16.23,7,"Studying",4,"Assignment Completed","False",4,"12","2024","Thursday",0.431300061614295,1
"SESSION07108","High School","Math",2024-10-28,22.77,8,"Research",3,"Confused","True",3.9,"10","2024","Monday",0.351339481774264,1
"SESSION07109","Graduate","Computer Science",2024-10-19,28.56,6,"Homework Help",5,"Confused","False",3.4,"10","2024","Saturday",0.210084033613445,1
"SESSION07110","Undergraduate","Engineering",2025-06-08,24.96,10,"Writing",4,"Assignment Completed","True",4.5,"06","2025","Sunday",0.400641025641026,1
"SESSION07111","Undergraduate","Engineering",2025-05-20,61.22,21,"Homework Help",3,"Confused","True",2.5,"05","2025","Tuesday",0.343025155178046,3
"SESSION07112","High School","Computer Science",2025-01-11,32.14,14,"Brainstorming",4,"Idea Drafted","True",3.2,"01","2025","Saturday",0.435594275046671,3
"SESSION07113","Graduate","Psychology",2024-11-06,7.51,2,"Research",3,"Assignment Completed","True",3.2,"11","2024","Wednesday",0.266311584553928,2
"SESSION07114","Undergraduate","History",2024-09-06,19.08,5,"Writing",4,"Assignment Completed","True",3.2,"09","2024","Friday",0.262054507337526,1
"SESSION07115","Undergraduate","History",2024-10-13,12.41,3,"Brainstorming",3,"Gave Up","True",2.2,"10","2024","Sunday",0.24174053182917,2
"SESSION07116","High School","History",2025-02-23,8.67,2,"Studying",5,"Assignment Completed","True",5,"02","2025","Sunday",0.230680507497116,1
"SESSION07117","Undergraduate","Business",2025-03-26,26.19,6,"Studying",5,"Idea Drafted","True",4.3,"03","2025","Wednesday",0.229095074455899,1
"SESSION07118","Undergraduate","History",2025-04-24,10.23,3,"Writing",4,"Idea Drafted","True",4.1,"04","2025","Thursday",0.293255131964809,1
"SESSION07119","High School","Business",2024-12-01,2.68,1,"Writing",3,"Assignment Completed","True",3.8,"12","2024","Sunday",0.373134328358209,1
"SESSION07120","High School","Biology",2024-11-14,19.09,5,"Studying",4,"Assignment Completed","True",5,"11","2024","Thursday",0.261917234154007,1
"SESSION07121","Undergraduate","Psychology",2024-11-01,26.98,5,"Studying",3,"Confused","True",4.5,"11","2024","Friday",0.185322461082283,1
"SESSION07122","Undergraduate","Business",2024-12-24,10.9,3,"Writing",4,"Assignment Completed","True",2.6,"12","2024","Tuesday",0.275229357798165,2
"SESSION07123","Graduate","Psychology",2025-04-30,5.44,1,"Writing",3,"Assignment Completed","True",1.3,"04","2025","Wednesday",0.183823529411765,2
"SESSION07124","Undergraduate","Computer Science",2025-02-06,18.73,5,"Writing",3,"Assignment Completed","True",2.3,"02","2025","Thursday",0.266951414842499,2
"SESSION07125","High School","Computer Science",2024-08-14,8.91,1,"Research",2,"Confused","False",1,"08","2024","Wednesday",0.112233445566779,2
"SESSION07126","High School","History",2025-05-23,39.91,9,"Writing",4,"Assignment Completed","True",3.6,"05","2025","Friday",0.22550739163117,3
"SESSION07127","Undergraduate","Engineering",2025-04-22,20.38,8,"Homework Help",5,"Assignment Completed","True",5,"04","2025","Tuesday",0.392541707556428,1
"SESSION07128","High School","Psychology",2024-08-11,25.69,8,"Homework Help",4,"Idea Drafted","True",3.7,"08","2024","Sunday",0.311405216037369,1
"SESSION07129","Graduate","Math",2024-07-08,22.75,10,"Brainstorming",4,"Idea Drafted","True",3.1,"07","2024","Monday",0.43956043956044,3
"SESSION07130","High School","Biology",2024-09-26,16.18,3,"Coding",3,"Assignment Completed","True",2,"09","2024","Thursday",0.185414091470952,2
"SESSION07131","Graduate","Business",2024-06-27,6.21,1,"Coding",2,"Idea Drafted","True",1,"06","2024","Thursday",0.161030595813205,2
"SESSION07132","Undergraduate","Computer Science",2024-07-10,2.48,1,"Coding",4,"Assignment Completed","False",5,"07","2024","Wednesday",0.403225806451613,1
"SESSION07133","Undergraduate","Computer Science",2024-10-19,10.05,2,"Coding",5,"Assignment Completed","True",4.7,"10","2024","Saturday",0.199004975124378,1
"SESSION07134","Graduate","Math",2024-10-10,17.98,5,"Writing",3,"Idea Drafted","False",2.3,"10","2024","Thursday",0.278086763070078,2
"SESSION07135","Undergraduate","Engineering",2025-01-30,23.49,4,"Studying",4,"Assignment Completed","True",3.3,"01","2025","Thursday",0.170285227756492,1
"SESSION07136","Undergraduate","Math",2024-12-09,15.6,5,"Writing",1,"Gave Up","False",1,"12","2024","Monday",0.320512820512821,2
"SESSION07137","Undergraduate","Engineering",2025-05-19,24.6,6,"Studying",3,"Idea Drafted","True",3.1,"05","2025","Monday",0.24390243902439,2
"SESSION07138","Graduate","History",2024-10-20,13.06,3,"Homework Help",4,"Idea Drafted","True",3.4,"10","2024","Sunday",0.229709035222052,1
"SESSION07139","High School","Computer Science",2024-11-19,21.2,6,"Writing",3,"Assignment Completed","True",3.6,"11","2024","Tuesday",0.283018867924528,2
"SESSION07140","Undergraduate","Biology",2025-06-19,29.39,8,"Brainstorming",4,"Idea Drafted","False",3.4,"06","2025","Thursday",0.272201429057503,3
"SESSION07141","High School","Business",2024-07-18,27.28,7,"Homework Help",1,"Confused","False",1.2,"07","2024","Thursday",0.256598240469208,2
"SESSION07142","High School","History",2024-08-20,14.67,3,"Coding",1,"Assignment Completed","True",1,"08","2024","Tuesday",0.204498977505112,2
"SESSION07143","High School","Psychology",2025-03-31,26.98,11,"Homework Help",4,"Assignment Completed","True",4.6,"03","2025","Monday",0.407709414381023,3
"SESSION07144","Undergraduate","Psychology",2025-02-16,19.04,4,"Homework Help",4,"Assignment Completed","True",4.2,"02","2025","Sunday",0.210084033613445,1
"SESSION07145","High School","Biology",2024-09-18,34.79,9,"Brainstorming",4,"Idea Drafted","True",3.8,"09","2024","Wednesday",0.258695027306697,3
"SESSION07146","Undergraduate","Engineering",2025-01-30,35.96,16,"Coding",2,"Confused","False",2,"01","2025","Thursday",0.444938820912125,3
"SESSION07147","High School","Psychology",2024-07-15,24.96,5,"Studying",3,"Idea Drafted","True",3.8,"07","2024","Monday",0.200320512820513,2
"SESSION07148","Undergraduate","Psychology",2025-05-09,11.2,2,"Writing",3,"Idea Drafted","False",2.7,"05","2025","Friday",0.178571428571429,2
"SESSION07149","Graduate","Biology",2024-07-04,5.63,1,"Homework Help",3,"Assignment Completed","True",2.1,"07","2024","Thursday",0.177619893428064,2
"SESSION07150","Undergraduate","Psychology",2024-08-17,31.83,8,"Brainstorming",2,"Idea Drafted","False",2.5,"08","2024","Saturday",0.251335218347471,2
"SESSION07151","Graduate","Computer Science",2025-06-07,16.4,6,"Studying",3,"Assignment Completed","True",2.4,"06","2025","Saturday",0.365853658536585,2
"SESSION07152","Undergraduate","Business",2025-04-06,9.06,3,"Homework Help",3,"Assignment Completed","False",2.8,"04","2025","Sunday",0.33112582781457,2
"SESSION07153","Graduate","Engineering",2025-05-29,14.65,3,"Writing",4,"Idea Drafted","True",3.1,"05","2025","Thursday",0.204778156996587,1
"SESSION07154","Undergraduate","Business",2024-11-09,18.75,9,"Writing",4,"Assignment Completed","True",3.3,"11","2024","Saturday",0.48,1
"SESSION07155","Undergraduate","Business",2024-08-04,3.07,1,"Writing",3,"Idea Drafted","True",4.3,"08","2024","Sunday",0.325732899022801,1
"SESSION07156","Undergraduate","History",2024-08-15,20.96,4,"Writing",5,"Idea Drafted","True",5,"08","2024","Thursday",0.190839694656489,1
"SESSION07157","Undergraduate","History",2025-04-22,3.24,1,"Writing",5,"Assignment Completed","True",5,"04","2025","Tuesday",0.308641975308642,1
"SESSION07158","Undergraduate","Psychology",2024-08-07,35.46,11,"Writing",4,"Assignment Completed","True",5,"08","2024","Wednesday",0.310208685843204,3
"SESSION07159","High School","Biology",2024-09-11,44.01,9,"Studying",2,"Assignment Completed","True",2.5,"09","2024","Wednesday",0.204498977505112,3
"SESSION07160","High School","History",2025-04-04,16.04,6,"Homework Help",5,"Idea Drafted","True",4.1,"04","2025","Friday",0.374064837905237,1
"SESSION07161","Undergraduate","Biology",2025-05-25,26.15,9,"Writing",3,"Assignment Completed","True",3.5,"05","2025","Sunday",0.344168260038241,3
"SESSION07162","High School","Business",2024-12-20,11.79,3,"Coding",2,"Assignment Completed","False",1.8,"12","2024","Friday",0.254452926208651,2
"SESSION07163","Graduate","Psychology",2024-10-31,11.84,3,"Writing",4,"Idea Drafted","True",3.1,"10","2024","Thursday",0.253378378378378,1
"SESSION07164","Undergraduate","Biology",2025-05-23,18.86,7,"Coding",3,"Gave Up","True",2.1,"05","2025","Friday",0.371155885471898,2
"SESSION07165","High School","Business",2024-11-23,40.74,11,"Coding",3,"Assignment Completed","True",3.3,"11","2024","Saturday",0.270004909180167,3
"SESSION07166","Undergraduate","Business",2025-05-25,21,4,"Writing",3,"Idea Drafted","True",2.7,"05","2025","Sunday",0.19047619047619,2
"SESSION07167","Undergraduate","Business",2024-11-09,11.05,2,"Homework Help",3,"Idea Drafted","True",3.3,"11","2024","Saturday",0.180995475113122,2
"SESSION07168","High School","Engineering",2025-01-15,17.85,3,"Studying",2,"Assignment Completed","True",2.5,"01","2025","Wednesday",0.168067226890756,2
"SESSION07169","Undergraduate","Psychology",2025-03-25,8.65,3,"Studying",4,"Assignment Completed","True",3.6,"03","2025","Tuesday",0.346820809248555,1
"SESSION07170","Undergraduate","Math",2025-02-10,31.86,8,"Studying",2,"Confused","False",3.6,"02","2025","Monday",0.251098556183302,2
"SESSION07171","High School","History",2024-11-23,12.5,4,"Coding",4,"Confused","False",4.1,"11","2024","Saturday",0.32,1
"SESSION07172","High School","Psychology",2024-09-05,18.7,5,"Studying",1,"Gave Up","False",1,"09","2024","Thursday",0.267379679144385,2
"SESSION07173","Undergraduate","Math",2024-10-30,48.94,12,"Writing",4,"Idea Drafted","True",4.1,"10","2024","Wednesday",0.245198201879853,3
"SESSION07174","Undergraduate","Biology",2025-02-05,4.46,1,"Homework Help",3,"Idea Drafted","True",2.4,"02","2025","Wednesday",0.224215246636771,2
"SESSION07175","Undergraduate","Math",2024-11-02,27.32,7,"Studying",2,"Assignment Completed","True",2,"11","2024","Saturday",0.256222547584187,2
"SESSION07176","Undergraduate","Psychology",2025-02-22,10.49,2,"Homework Help",5,"Assignment Completed","True",5,"02","2025","Saturday",0.190657769304099,1
"SESSION07177","High School","Business",2025-03-14,2.66,1,"Coding",5,"Idea Drafted","False",5,"03","2025","Friday",0.37593984962406,1
"SESSION07178","Undergraduate","History",2025-05-16,18.24,5,"Studying",2,"Assignment Completed","True",1,"05","2025","Friday",0.274122807017544,2
"SESSION07179","Graduate","Math",2024-12-24,46.71,17,"Brainstorming",5,"Confused","True",4.5,"12","2024","Tuesday",0.363947762791693,3
"SESSION07180","Undergraduate","Biology",2024-06-24,15.38,5,"Homework Help",3,"Idea Drafted","True",2.8,"06","2024","Monday",0.325097529258778,2
"SESSION07181","Undergraduate","Biology",2025-01-25,51.09,10,"Studying",3,"Confused","False",2.4,"01","2025","Saturday",0.195733020160501,3
"SESSION07182","High School","Psychology",2025-06-24,18.96,6,"Writing",4,"Assignment Completed","False",5,"06","2025","Tuesday",0.316455696202532,1
"SESSION07183","Graduate","Computer Science",2024-12-08,5.51,1,"Homework Help",4,"Confused","False",4,"12","2024","Sunday",0.181488203266788,1
"SESSION07184","Graduate","Biology",2025-05-03,38.28,9,"Studying",3,"Idea Drafted","True",2.5,"05","2025","Saturday",0.235109717868339,3
"SESSION07185","Graduate","Business",2024-07-24,6.97,1,"Coding",3,"Assignment Completed","True",2.2,"07","2024","Wednesday",0.143472022955524,2
"SESSION07186","Undergraduate","Math",2025-06-17,18.53,6,"Studying",4,"Assignment Completed","True",5,"06","2025","Tuesday",0.32379924446843,1
"SESSION07187","Undergraduate","Psychology",2025-02-01,13.05,4,"Studying",4,"Assignment Completed","True",4.6,"02","2025","Saturday",0.306513409961686,1
"SESSION07188","Graduate","Psychology",2025-02-15,6.86,2,"Homework Help",4,"Idea Drafted","True",4.6,"02","2025","Saturday",0.291545189504373,1
"SESSION07189","Undergraduate","Math",2024-09-16,31.14,7,"Writing",3,"Idea Drafted","True",3,"09","2024","Monday",0.224791265253693,2
"SESSION07190","High School","Psychology",2024-07-20,8.96,2,"Writing",2,"Idea Drafted","True",2,"07","2024","Saturday",0.223214285714286,2
"SESSION07191","Undergraduate","Math",2024-10-03,51.12,10,"Studying",5,"Confused","True",4.1,"10","2024","Thursday",0.195618153364632,3
"SESSION07192","Undergraduate","History",2025-03-25,30.03,8,"Research",5,"Assignment Completed","True",4.8,"03","2025","Tuesday",0.266400266400266,1
"SESSION07193","High School","Biology",2024-11-11,30.97,7,"Homework Help",4,"Idea Drafted","True",5,"11","2024","Monday",0.226025185663545,1
"SESSION07194","Undergraduate","Computer Science",2025-01-24,19.89,6,"Coding",2,"Assignment Completed","True",2.8,"01","2025","Friday",0.301659125188537,2
"SESSION07195","High School","Biology",2024-10-17,18.52,6,"Coding",5,"Idea Drafted","True",4.7,"10","2024","Thursday",0.323974082073434,1
"SESSION07196","Undergraduate","Psychology",2024-09-05,2.79,1,"Writing",3,"Assignment Completed","True",3.4,"09","2024","Thursday",0.3584229390681,2
"SESSION07197","Graduate","Engineering",2024-10-02,55.35,11,"Homework Help",5,"Assignment Completed","True",4.5,"10","2024","Wednesday",0.19873532068654,3
"SESSION07198","High School","History",2025-03-21,13.4,3,"Studying",3,"Assignment Completed","True",2.9,"03","2025","Friday",0.223880597014925,2
"SESSION07199","Undergraduate","Biology",2024-10-29,15.85,4,"Coding",4,"Assignment Completed","True",2.6,"10","2024","Tuesday",0.252365930599369,2
"SESSION07200","Undergraduate","Psychology",2024-11-25,20.02,5,"Homework Help",5,"Gave Up","False",5,"11","2024","Monday",0.24975024975025,1
"SESSION07201","Graduate","Math",2024-11-21,3.48,1,"Coding",5,"Assignment Completed","True",4.9,"11","2024","Thursday",0.28735632183908,1
"SESSION07202","Graduate","History",2024-09-17,21.49,5,"Writing",3,"Confused","False",3.3,"09","2024","Tuesday",0.232666356444858,2
"SESSION07203","High School","Math",2024-07-26,5.23,2,"Studying",4,"Idea Drafted","True",4.8,"07","2024","Friday",0.382409177820268,1
"SESSION07204","Graduate","Computer Science",2024-07-22,11.08,2,"Studying",4,"Assignment Completed","True",3.1,"07","2024","Monday",0.180505415162455,1
"SESSION07205","Undergraduate","Business",2024-09-18,11.18,3,"Homework Help",3,"Gave Up","True",3,"09","2024","Wednesday",0.268336314847943,2
"SESSION07206","Undergraduate","History",2025-06-21,13.25,4,"Writing",3,"Idea Drafted","True",3.5,"06","2025","Saturday",0.30188679245283,2
"SESSION07207","Undergraduate","Computer Science",2025-01-20,19.28,9,"Coding",5,"Assignment Completed","True",5,"01","2025","Monday",0.466804979253112,1
"SESSION07208","Undergraduate","Psychology",2025-01-23,26.03,5,"Writing",3,"Assignment Completed","True",2.8,"01","2025","Thursday",0.192086054552439,2
"SESSION07209","High School","History",2024-11-15,36.52,9,"Homework Help",4,"Confused","False",3.9,"11","2024","Friday",0.246440306681271,3
"SESSION07210","Undergraduate","Business",2024-07-12,15.73,6,"Writing",3,"Confused","False",2.4,"07","2024","Friday",0.381436745073109,2
"SESSION07211","Graduate","Biology",2025-06-02,25.84,8,"Studying",3,"Assignment Completed","True",3,"06","2025","Monday",0.309597523219814,2
"SESSION07212","Undergraduate","History",2024-09-11,9.61,3,"Coding",4,"Idea Drafted","True",2.6,"09","2024","Wednesday",0.312174817898023,2
"SESSION07213","Undergraduate","Math",2024-10-17,5.44,1,"Homework Help",4,"Confused","True",3.4,"10","2024","Thursday",0.183823529411765,1
"SESSION07214","High School","Biology",2025-06-04,12.64,2,"Writing",4,"Assignment Completed","True",5,"06","2025","Wednesday",0.158227848101266,1
"SESSION07215","High School","Biology",2024-09-03,14.35,6,"Coding",2,"Confused","False",1.7,"09","2024","Tuesday",0.418118466898955,2
"SESSION07216","Undergraduate","Psychology",2024-09-05,6.49,2,"Studying",2,"Idea Drafted","True",1,"09","2024","Thursday",0.308166409861325,2
"SESSION07217","High School","Psychology",2025-05-11,27.6,8,"Writing",4,"Idea Drafted","True",3.9,"05","2025","Sunday",0.289855072463768,1
"SESSION07218","Graduate","Computer Science",2024-11-29,23.51,10,"Studying",4,"Assignment Completed","False",4.1,"11","2024","Friday",0.425350914504466,1
"SESSION07219","Undergraduate","Biology",2024-08-24,26.74,6,"Coding",4,"Idea Drafted","False",3.7,"08","2024","Saturday",0.224382946896036,1
"SESSION07220","Undergraduate","Math",2025-06-21,22.26,4,"Coding",2,"Confused","False",1,"06","2025","Saturday",0.179694519317161,2
"SESSION07221","Undergraduate","History",2025-03-11,19.27,4,"Writing",4,"Idea Drafted","True",3.6,"03","2025","Tuesday",0.207576543850545,1
"SESSION07222","Undergraduate","Biology",2025-04-07,12.13,4,"Homework Help",5,"Assignment Completed","True",5,"04","2025","Monday",0.329760923330585,1
"SESSION07223","Undergraduate","Engineering",2024-08-15,7.26,1,"Studying",2,"Idea Drafted","False",2.3,"08","2024","Thursday",0.137741046831956,2
"SESSION07224","Graduate","Biology",2024-07-07,30.45,9,"Studying",4,"Assignment Completed","True",4.8,"07","2024","Sunday",0.295566502463054,1
"SESSION07225","Undergraduate","History",2025-05-23,23.26,7,"Homework Help",5,"Confused","False",5,"05","2025","Friday",0.300945829750645,1
"SESSION07226","Undergraduate","Computer Science",2024-09-28,6.3,1,"Homework Help",2,"Assignment Completed","True",1.3,"09","2024","Saturday",0.158730158730159,2
"SESSION07227","Graduate","Business",2024-09-07,31.02,8,"Coding",2,"Idea Drafted","True",1,"09","2024","Saturday",0.257898130238556,2
"SESSION07228","Undergraduate","Biology",2024-10-22,19.97,5,"Homework Help",3,"Assignment Completed","False",3.6,"10","2024","Tuesday",0.250375563345018,2
"SESSION07229","Graduate","Engineering",2024-12-18,10.34,2,"Studying",4,"Assignment Completed","False",3.5,"12","2024","Wednesday",0.193423597678917,1
"SESSION07230","Undergraduate","History",2024-10-15,15.43,6,"Coding",5,"Assignment Completed","True",4.4,"10","2024","Tuesday",0.388852883992223,1
"SESSION07231","Undergraduate","Business",2024-09-03,18.58,8,"Studying",3,"Gave Up","True",2.3,"09","2024","Tuesday",0.430570505920345,2
"SESSION07232","Undergraduate","Engineering",2024-10-04,1.91,1,"Coding",3,"Gave Up","True",2.8,"10","2024","Friday",0.523560209424084,2
"SESSION07233","Graduate","Biology",2024-11-28,13,2,"Writing",5,"Confused","False",5,"11","2024","Thursday",0.153846153846154,1
"SESSION07234","Graduate","Psychology",2024-09-12,38.7,8,"Coding",2,"Assignment Completed","True",1.4,"09","2024","Thursday",0.20671834625323,2
"SESSION07235","Undergraduate","Engineering",2025-03-05,10.42,4,"Writing",5,"Confused","False",5,"03","2025","Wednesday",0.383877159309021,1
"SESSION07236","Undergraduate","Psychology",2024-08-04,10.83,3,"Brainstorming",5,"Idea Drafted","True",5,"08","2024","Sunday",0.277008310249307,1
"SESSION07237","Undergraduate","Computer Science",2024-07-01,17.72,6,"Homework Help",3,"Assignment Completed","True",2.3,"07","2024","Monday",0.338600451467269,2
"SESSION07238","Undergraduate","Psychology",2024-10-18,19.98,4,"Coding",2,"Assignment Completed","True",1,"10","2024","Friday",0.2002002002002,2
"SESSION07239","Undergraduate","Business",2024-09-22,4.88,1,"Homework Help",3,"Assignment Completed","True",1.8,"09","2024","Sunday",0.204918032786885,2
"SESSION07240","Graduate","Biology",2025-03-08,6.13,1,"Coding",4,"Assignment Completed","True",3,"03","2025","Saturday",0.163132137030995,1
"SESSION07241","Undergraduate","Business",2024-12-16,10.52,2,"Homework Help",3,"Assignment Completed","False",1.8,"12","2024","Monday",0.190114068441065,2
"SESSION07242","Undergraduate","History",2025-03-28,9.77,2,"Writing",4,"Confused","False",3.7,"03","2025","Friday",0.204708290685773,1
"SESSION07243","Undergraduate","Psychology",2025-02-04,7.23,1,"Brainstorming",4,"Idea Drafted","False",4.3,"02","2025","Tuesday",0.138312586445367,1
"SESSION07244","High School","Psychology",2024-12-02,9.07,2,"Brainstorming",3,"Idea Drafted","True",3.2,"12","2024","Monday",0.220507166482911,2
"SESSION07245","High School","Math",2025-01-05,18.45,4,"Writing",3,"Idea Drafted","True",2,"01","2025","Sunday",0.21680216802168,2
"SESSION07246","Graduate","Computer Science",2025-04-07,24.89,7,"Brainstorming",2,"Assignment Completed","True",1,"04","2025","Monday",0.28123744475693,2
"SESSION07247","Undergraduate","Engineering",2025-03-20,8.31,1,"Studying",5,"Confused","False",5,"03","2025","Thursday",0.120336943441637,1
"SESSION07248","Graduate","Engineering",2025-03-13,2.87,1,"Research",3,"Assignment Completed","True",3.4,"03","2025","Thursday",0.348432055749129,2
"SESSION07249","Undergraduate","History",2025-05-01,21.08,4,"Studying",4,"Idea Drafted","True",4.7,"05","2025","Thursday",0.189753320683112,1
"SESSION07250","Undergraduate","Engineering",2025-03-06,5.9,2,"Studying",3,"Idea Drafted","True",2.8,"03","2025","Thursday",0.338983050847458,2
"SESSION07251","Undergraduate","Engineering",2024-11-24,1.93,1,"Studying",4,"Idea Drafted","True",3.9,"11","2024","Sunday",0.518134715025907,1
"SESSION07252","Undergraduate","Math",2025-04-23,6.87,3,"Studying",3,"Confused","False",2,"04","2025","Wednesday",0.436681222707424,2
"SESSION07253","High School","Engineering",2025-05-09,86,33,"Homework Help",4,"Idea Drafted","False",2.5,"05","2025","Friday",0.383720930232558,3
"SESSION07254","Graduate","History",2025-01-19,33.4,10,"Studying",4,"Assignment Completed","True",4.5,"01","2025","Sunday",0.29940119760479,3
"SESSION07255","Undergraduate","Computer Science",2025-05-12,37.78,14,"Homework Help",4,"Confused","False",4.4,"05","2025","Monday",0.370566437268396,3
"SESSION07256","Undergraduate","Business",2024-07-04,4.08,1,"Homework Help",5,"Assignment Completed","False",4.1,"07","2024","Thursday",0.245098039215686,1
"SESSION07257","Graduate","Math",2024-07-06,10.3,2,"Writing",5,"Assignment Completed","True",4.4,"07","2024","Saturday",0.194174757281553,1
"SESSION07258","Undergraduate","Engineering",2025-01-24,19.98,6,"Homework Help",3,"Assignment Completed","True",2.1,"01","2025","Friday",0.3003003003003,2
"SESSION07259","High School","Engineering",2025-04-27,28.83,14,"Coding",4,"Idea Drafted","True",3.2,"04","2025","Sunday",0.485605272285813,3
"SESSION07260","Undergraduate","Engineering",2025-06-09,14.81,4,"Brainstorming",4,"Assignment Completed","True",4.2,"06","2025","Monday",0.270087778528022,1
"SESSION07261","Graduate","Psychology",2025-03-03,17.33,5,"Studying",4,"Assignment Completed","True",4.7,"03","2025","Monday",0.288517022504328,1
"SESSION07262","High School","Engineering",2024-10-23,53.49,10,"Homework Help",2,"Confused","False",3.8,"10","2024","Wednesday",0.186950831931202,3
"SESSION07263","Graduate","Math",2025-03-27,28.66,10,"Writing",3,"Confused","True",3.1,"03","2025","Thursday",0.348918353105373,3
"SESSION07264","Undergraduate","Computer Science",2025-03-25,17.39,4,"Coding",5,"Assignment Completed","True",5,"03","2025","Tuesday",0.230017251293847,1
"SESSION07265","Undergraduate","Business",2025-06-07,43.42,16,"Writing",2,"Idea Drafted","True",2.6,"06","2025","Saturday",0.368493781667434,3
"SESSION07266","Undergraduate","Business",2024-08-17,20.11,8,"Coding",3,"Confused","True",2.3,"08","2024","Saturday",0.397812033814023,2
"SESSION07267","Graduate","Business",2025-01-31,3.89,1,"Writing",3,"Assignment Completed","True",1.3,"01","2025","Friday",0.25706940874036,2
"SESSION07268","Undergraduate","History",2025-05-24,40.31,19,"Homework Help",4,"Idea Drafted","True",3.4,"05","2025","Saturday",0.471347060282808,3
"SESSION07269","Undergraduate","Math",2024-10-10,11.38,3,"Homework Help",4,"Confused","True",4.3,"10","2024","Thursday",0.263620386643234,1
"SESSION07270","Undergraduate","Psychology",2024-11-19,29.26,11,"Homework Help",4,"Assignment Completed","True",3.9,"11","2024","Tuesday",0.37593984962406,3
"SESSION07271","Undergraduate","Psychology",2025-04-12,6.33,2,"Research",3,"Assignment Completed","True",4,"04","2025","Saturday",0.315955766192733,1
"SESSION07272","Graduate","History",2025-02-05,8.86,3,"Coding",2,"Idea Drafted","True",1.8,"02","2025","Wednesday",0.338600451467269,2
"SESSION07273","High School","Engineering",2024-07-13,3.44,1,"Writing",3,"Assignment Completed","True",2.4,"07","2024","Saturday",0.290697674418605,2
"SESSION07274","Undergraduate","Computer Science",2024-08-22,1.63,1,"Homework Help",3,"Assignment Completed","True",2.9,"08","2024","Thursday",0.613496932515337,2
"SESSION07275","High School","Computer Science",2025-06-03,4.67,1,"Coding",3,"Idea Drafted","True",4.1,"06","2025","Tuesday",0.214132762312634,1
"SESSION07276","High School","History",2025-05-02,41.14,9,"Writing",4,"Assignment Completed","False",3.8,"05","2025","Friday",0.218765192027224,3
"SESSION07277","Undergraduate","Math",2025-03-04,37.25,8,"Writing",5,"Assignment Completed","True",4.3,"03","2025","Tuesday",0.214765100671141,1
"SESSION07278","Undergraduate","History",2024-07-28,15.96,4,"Writing",4,"Assignment Completed","True",5,"07","2024","Sunday",0.25062656641604,1
"SESSION07279","Graduate","Biology",2025-03-02,25.21,6,"Studying",3,"Idea Drafted","True",3.5,"03","2025","Sunday",0.238000793335978,2
"SESSION07280","Undergraduate","Business",2025-03-08,49.64,13,"Brainstorming",3,"Assignment Completed","True",2.4,"03","2025","Saturday",0.261885576148268,3
